fileName,mode,time,pps,score,lines,pieces,finished,goal,timeStamp
2019_03_13_19_59_19.rep,COMBO RACE,924,1.2351029,0,19,20,None,None,2019-03-13T19-59-19
2019_03_13_19_59_46.rep,COMBO RACE,152,0.7894737,0,1,2,None,None,2019-03-13T19-59-46
2019_03_13_19_59_52.rep,COMBO RACE,84,1.4285715,0,1,2,None,None,2019-03-13T19-59-52
2019_03_13_20_00_04.rep,COMBO RACE,448,0.67114097,0,5,6,None,None,2019-03-13T20-00-04
2019_03_13_20_00_11.rep,COMBO RACE,217,0.8333333,0,3,4,None,None,2019-03-13T20-00-11
2019_03_13_20_00_18.rep,COMBO RACE,111,1.0909091,0,2,3,None,None,2019-03-13T20-00-18
2019_03_13_20_00_38.rep,COMBO RACE,581,0.9310345,0,9,10,None,None,2019-03-13T20-00-38
2019_03_13_20_01_16.rep,COMBO RACE,758,1.347424,0,17,18,None,None,2019-03-13T20-01-16
2019_03_13_20_02_42.rep,COMBO RACE,1032,1.2221144,0,21,22,None,None,2019-03-13T20-02-42
2019_03_13_20_03_24.rep,COMBO RACE,288,1.6724739,0,8,9,None,None,2019-03-13T20-03-24
2019_03_13_20_03_48.rep,COMBO RACE,1234,1.3138686,0,27,28,None,None,2019-03-13T20-03-48
2019_03_13_20_04_20.rep,COMBO RACE,516,1.2815534,0,11,12,None,None,2019-03-13T20-04-20
2019_03_13_20_04_33.rep,COMBO RACE,135,0.8955224,0,2,3,None,None,2019-03-13T20-04-33
2019_03_13_20_04_52.rep,COMBO RACE,92,1.978022,0,3,4,None,None,2019-03-13T20-04-52
2019_03_13_20_05_47.rep,COMBO RACE,142,1.2765957,0,3,4,None,None,2019-03-13T20-05-47
2019_03_13_20_05_53.rep,COMBO RACE,172,1.0526316,0,3,4,None,None,2019-03-13T20-05-53
2019_03_13_20_07_01.rep,COMBO RACE,830,1.3751508,0,19,20,None,None,2019-03-13T20-07-01
2019_03_13_20_07_50.rep,COMBO RACE,192,0.62827224,0,2,3,None,None,2019-03-13T20-07-50
2019_03_13_20_08_57.rep,COMBO RACE,498,1.3279678,0,11,12,None,None,2019-03-13T20-08-57
2019_03_13_20_09_02.rep,COMBO RACE,39,1.5384616,0,0,1,None,None,2019-03-13T20-09-02
2019_03_13_20_09_13.rep,COMBO RACE,440,1.3667426,0,10,11,None,None,2019-03-13T20-09-13
2019_03_13_20_09_42.rep,COMBO RACE,337,1.0714285,0,6,7,None,None,2019-03-13T20-09-42
2019_03_13_20_10_16.rep,COMBO RACE,1019,1.3555992,0,23,24,None,None,2019-03-13T20-10-16
2019_03_13_20_35_37.rep,MARATHON,24895,0.91829354,417036,150,382,False,150,2019-03-13T20-35-37
2019_03_14_17_30_21.rep,LINE RACE,971,1.7319587,0,10,29,False,10,2019-03-14T17-30-21
2019_03_14_17_30_46.rep,LINE RACE,652,2.4884794,0,10,28,False,10,2019-03-14T17-30-46
2019_03_14_17_31_36.rep,LINE RACE,810,2.0024722,0,10,28,False,10,2019-03-14T17-31-36
2019_03_14_17_32_00.rep,LINE RACE,701,2.2285714,0,10,27,False,10,2019-03-14T17-32-00
2019_03_14_17_32_22.rep,LINE RACE,725,2.320442,0,11,29,True,10,2019-03-14T17-32-22
2019_03_14_17_32_45.rep,LINE RACE,888,2.0293124,0,10,31,False,10,2019-03-14T17-32-45
2019_03_14_17_33_20.rep,LINE RACE,661,2.3636363,0,10,27,False,10,2019-03-14T17-33-20
2019_03_14_17_33_55.rep,LINE RACE,700,2.2317595,0,10,27,False,10,2019-03-14T17-33-55
2019_03_14_17_34_22.rep,LINE RACE,916,1.9672132,0,10,31,False,10,2019-03-14T17-34-22
2019_03_14_17_34_53.rep,LINE RACE,750,2.1628838,0,10,28,False,10,2019-03-14T17-34-53
2019_03_14_17_35_12.rep,LINE RACE,674,2.228826,0,10,26,False,10,2019-03-14T17-35-12
2019_03_14_17_35_32.rep,LINE RACE,686,2.2773724,0,10,27,False,10,2019-03-14T17-35-32
2019_03_14_17_36_38.rep,LINE RACE,821,2.121951,0,10,30,False,10,2019-03-14T17-36-38
2019_03_14_17_37_10.rep,LINE RACE,882,2.1112373,0,10,32,False,10,2019-03-14T17-37-10
2019_03_14_20_42_42.rep,LINE RACE,3562,1.8028643,0,40,108,False,40,2019-03-14T20-42-42
2019_03_14_21_54_20.rep,LINE RACE,2970,2.0613,0,40,103,False,40,2019-03-14T21-54-20
2019_03_15_11_20_39.rep,LINE RACE,3459,1.7871602,0,40,104,False,40,2019-03-15T11-20-39
2019_03_15_11_27_55.rep,LINE RACE,3550,1.7075232,0,40,102,False,40,2019-03-15T11-27-55
2019_03_15_11_31_25.rep,LINE RACE,2737,2.2149122,0,40,102,False,40,2019-03-15T11-31-25
2019_03_15_11_40_17.rep,LINE RACE,3232,1.987001,0,41,108,True,40,2019-03-15T11-40-17
2019_03_15_11_42_35.rep,LINE RACE,3573,1.6965286,0,40,102,False,40,2019-03-15T11-42-35
2019_03_15_11_51_52.rep,MARATHON,21977,1.042956,447836,151,383,True,150,2019-03-15T11-51-52
2019_03_15_15_54_38.rep,MARATHON,628,1.0509554,0,0,11,False,150,2019-03-15T15-54-38
2019_03_15_17_09_46.rep,LINE RACE,3290,1.8789905,0,40,104,False,40,2019-03-15T17-09-46
2019_03_15_22_24_58.rep,LINE RACE,3115,1.965318,0,40,103,False,40,2019-03-15T22-24-58
2019_03_15_22_28_19.rep,LINE RACE,3036,2.036244,0,40,104,False,40,2019-03-15T22-28-19
2019_03_15_22_31_56.rep,LINE RACE,3133,1.954023,0,40,103,False,40,2019-03-15T22-31-56
2019_03_15_22_33_35.rep,LINE RACE,3607,1.9301164,0,40,117,False,40,2019-03-15T22-33-35
2019_03_15_22_39_24.rep,LINE RACE,3258,1.9158735,0,40,105,False,40,2019-03-15T22-39-24
2019_03_15_22_40_42.rep,LINE RACE,3114,2.0623193,0,41,108,True,40,2019-03-15T22-40-42
2019_03_15_22_45_33.rep,LINE RACE,1423,1.7287421,0,0,41,False,40,2019-03-15T22-45-33
2019_03_15_22_56_21.rep,LINE RACE,3371,1.8338279,0,40,104,False,40,2019-03-15T22-56-21
2019_03_16_00_09_29.rep,LINE RACE,3373,1.8683274,0,40,106,False,40,2019-03-16T00-09-29
2019_03_16_00_11_17.rep,LINE RACE,3844,1.7017955,0,40,110,False,40,2019-03-16T00-11-17
2019_03_16_00_13_03.rep,LINE RACE,3427,1.8388791,0,40,106,False,40,2019-03-16T00-13-03
2019_03_16_00_15_27.rep,DIG RACE,1143,1.418564,0,19,28,None,None,2019-03-16T00-15-27
2019_03_16_00_17_48.rep,DIG RACE,1261,1.6190476,0,22,35,None,None,2019-03-16T00-17-48
2019_03_16_00_19_18.rep,DIG RACE,817,1.3970588,0,16,20,None,None,2019-03-16T00-19-18
2019_03_16_00_21_19.rep,DIG RACE,2033,1.5059055,0,29,52,None,None,2019-03-16T00-21-19
2019_03_16_00_24_28.rep,DIG RACE,1930,1.5863142,0,28,52,None,None,2019-03-16T00-24-28
2019_03_16_00_26_28.rep,DIG RACE,1688,1.3870777,0,24,40,None,None,2019-03-16T00-26-28
2019_03_16_00_27_24.rep,DIG RACE,1448,1.5342087,0,23,38,None,None,2019-03-16T00-27-24
2019_03_16_00_28_27.rep,DIG RACE,1471,1.4693878,0,22,37,None,None,2019-03-16T00-28-27
2019_03_16_00_30_32.rep,DIG RACE,1596,1.6551725,0,26,45,None,None,2019-03-16T00-30-32
2019_03_16_00_33_51.rep,DIG RACE,2070,1.3629773,0,27,48,None,None,2019-03-16T00-33-51
2019_03_16_00_40_28.rep,DIG RACE,2330,1.6745384,0,33,66,None,None,2019-03-16T00-40-28
2019_03_16_00_41_47.rep,DIG RACE,2195,1.5314494,0,30,57,None,None,2019-03-16T00-41-47
2019_03_16_00_43_21.rep,DIG RACE,1413,1.6147308,0,24,39,None,None,2019-03-16T00-43-21
2019_03_16_00_48_14.rep,DIG RACE,1976,1.6101266,0,29,54,None,None,2019-03-16T00-48-14
2019_03_16_00_51_17.rep,DIG RACE,1372,1.2691466,0,20,30,None,None,2019-03-16T00-51-17
2019_03_16_00_54_00.rep,DIG RACE,2037,1.5913556,0,30,55,None,None,2019-03-16T00-54-00
2019_03_16_00_54_42.rep,DIG RACE,1693,1.4893616,0,25,43,None,None,2019-03-16T00-54-42
2019_03_16_12_40_56.rep,DIG RACE,1144,1.2598425,0,17,25,None,None,2019-03-16T12-40-56
2019_03_16_12_46_45.rep,DIG RACE,1518,1.7402768,0,26,45,None,None,2019-03-16T12-46-45
2019_03_16_12_47_23.rep,DIG RACE,1429,1.5126051,0,23,37,None,None,2019-03-16T12-47-23
2019_03_16_12_49_26.rep,DIG RACE,1265,1.8037975,0,23,39,None,None,2019-03-16T12-49-26
2019_03_16_12_51_29.rep,DIG RACE,1314,1.5993907,0,22,36,None,None,2019-03-16T12-51-29
2019_03_16_12_54_18.rep,DIG RACE,1866,1.383378,0,25,44,None,None,2019-03-16T12-54-18
2019_03_16_15_57_23.rep,LINE RACE,3091,2.0,0,41,104,True,40,2019-03-16T15-57-23
2019_03_16_15_59_54.rep,LINE RACE,3352,1.8263205,0,40,103,False,40,2019-03-16T15-59-54
2019_03_16_16_24_09.rep,LINE RACE,2896,2.1139896,0,40,103,False,40,2019-03-16T16-24-09
2019_03_16_16_26_48.rep,LINE RACE,498,1.5662651,0,0,13,False,40,2019-03-16T16-26-48
2019_03_16_16_26_55.rep,LINE RACE,218,2.201835,0,0,8,False,40,2019-03-16T16-26-55
2019_03_16_16_27_01.rep,LINE RACE,98,4.897959,0,0,8,False,40,2019-03-16T16-27-01
2019_03_16_16_27_09.rep,LINE RACE,110,6.5454545,0,0,12,False,40,2019-03-16T16-27-09
2019_03_16_16_27_16.rep,LINE RACE,81,5.185185,0,0,7,False,40,2019-03-16T16-27-16
2019_03_16_16_28_17.rep,LINE RACE,2812,2.1771612,0,40,103,False,40,2019-03-16T16-28-17
2019_03_16_16_31_15.rep,LINE RACE,2891,2.0761247,0,40,101,False,40,2019-03-16T16-31-15
2019_03_16_20_19_42.rep,LINE RACE,3197,1.9336671,0,40,104,False,40,2019-03-16T20-19-42
2019_03_16_20_22_57.rep,LINE RACE,3418,1.7734855,0,40,102,False,40,2019-03-16T20-22-57
2019_03_16_20_24_15.rep,LINE RACE,3873,1.9984508,0,35,129,False,40,2019-03-16T20-24-15
2019_03_16_20_26_35.rep,LINE RACE,3643,1.7462932,0,40,107,False,40,2019-03-16T20-26-35
2019_03_16_20_27_20.rep,LINE RACE,812,2.0715168,0,10,29,False,10,2019-03-16T20-27-20
2019_03_16_20_29_22.rep,LINE RACE,883,2.0408163,0,11,31,True,10,2019-03-16T20-29-22
2019_03_16_20_30_03.rep,LINE RACE,805,1.9402986,0,10,27,False,10,2019-03-16T20-30-03
2019_03_16_20_31_12.rep,LINE RACE,990,1.9413549,0,11,33,True,10,2019-03-16T20-31-12
2019_03_16_20_31_56.rep,LINE RACE,903,1.7960088,0,10,28,False,10,2019-03-16T20-31-56
2019_03_16_20_32_20.rep,LINE RACE,845,2.1327014,0,10,31,False,10,2019-03-16T20-32-20
2019_03_16_20_33_17.rep,LINE RACE,786,2.0636942,0,10,28,False,10,2019-03-16T20-33-17
2019_03_16_20_34_00.rep,LINE RACE,650,2.403698,0,10,27,False,10,2019-03-16T20-34-00
2019_03_16_20_35_13.rep,LINE RACE,896,2.1452515,0,12,33,True,10,2019-03-16T20-35-13
2019_03_16_20_35_47.rep,LINE RACE,999,2.3446894,0,12,40,True,10,2019-03-16T20-35-47
2019_03_16_20_36_49.rep,LINE RACE,709,2.2881355,0,10,28,False,10,2019-03-16T20-36-49
2019_03_16_20_37_37.rep,LINE RACE,790,2.1292775,0,10,29,False,10,2019-03-16T20-37-37
2019_03_16_20_39_00.rep,LINE RACE,758,2.1400263,0,10,28,False,10,2019-03-16T20-39-00
2019_03_16_20_39_29.rep,LINE RACE,859,1.9580419,0,10,29,False,10,2019-03-16T20-39-29
2019_03_16_20_41_45.rep,LINE RACE,1106,2.0633485,0,11,39,True,10,2019-03-16T20-41-45
2019_03_16_20_42_04.rep,LINE RACE,629,2.388535,0,10,26,False,10,2019-03-16T20-42-04
2019_03_16_20_42_31.rep,LINE RACE,832,1.8772563,0,10,27,False,10,2019-03-16T20-42-31
2019_03_16_20_42_57.rep,LINE RACE,814,2.0664206,0,10,29,False,10,2019-03-16T20-42-57
2019_03_16_20_43_21.rep,LINE RACE,742,2.1862347,0,10,28,False,10,2019-03-16T20-43-21
2019_03_16_20_43_47.rep,LINE RACE,879,1.9134396,0,10,29,False,10,2019-03-16T20-43-47
2019_03_16_20_45_28.rep,LINE RACE,742,2.1052632,0,10,27,False,10,2019-03-16T20-45-28
2019_03_16_22_03_44.rep,LINE RACE,799,2.255639,0,10,31,False,10,2019-03-16T22-03-44
2019_03_16_22_04_04.rep,LINE RACE,763,2.1259842,0,10,28,False,10,2019-03-16T22-04-04
2019_03_16_22_11_31.rep,LINE RACE,903,1.7960088,0,10,28,False,10,2019-03-16T22-11-31
2019_03_16_22_12_08.rep,LINE RACE,777,2.1649485,0,10,29,False,10,2019-03-16T22-12-08
2019_03_16_22_12_29.rep,LINE RACE,763,2.2047243,0,11,29,True,10,2019-03-16T22-12-29
2019_03_17_15_11_07.rep,LINE RACE,658,2.3744292,0,10,27,False,10,2019-03-17T15-11-07
2019_03_17_15_12_29.rep,LINE RACE,723,2.1606648,0,10,27,False,10,2019-03-17T15-12-29
2019_03_17_15_13_24.rep,LINE RACE,711,2.1971831,0,10,27,False,10,2019-03-17T15-13-24
2019_03_17_15_14_20.rep,LINE RACE,642,2.3400936,0,10,26,False,10,2019-03-17T15-14-20
2019_03_17_15_42_14.rep,LINE RACE,856,1.9649123,0,10,29,False,10,2019-03-17T15-42-14
2019_03_17_15_42_39.rep,LINE RACE,775,2.0930233,0,10,28,False,10,2019-03-17T15-42-39
2019_03_17_15_43_22.rep,LINE RACE,757,2.063492,0,10,27,False,10,2019-03-17T15-43-22
2019_03_17_15_43_40.rep,LINE RACE,619,2.4271846,0,10,26,False,10,2019-03-17T15-43-40
2019_03_17_15_44_10.rep,LINE RACE,776,2.0903225,0,10,28,False,10,2019-03-17T15-44-10
2019_03_17_15_44_37.rep,LINE RACE,739,2.113821,0,10,27,False,10,2019-03-17T15-44-37
2019_03_17_15_45_31.rep,LINE RACE,751,2.0,0,10,26,False,10,2019-03-17T15-45-31
2019_03_17_15_46_11.rep,LINE RACE,741,2.108108,0,10,27,False,10,2019-03-17T15-46-11
2019_03_17_15_46_54.rep,LINE RACE,809,1.930693,0,10,27,False,10,2019-03-17T15-46-54
2019_03_17_15_48_20.rep,LINE RACE,749,2.2459893,0,10,29,False,10,2019-03-17T15-48-20
2019_03_18_18_56_32.rep,LINE RACE,758,2.2985468,0,11,30,True,10,2019-03-18T18-56-32
2019_03_18_18_58_43.rep,LINE RACE,1043,1.7850288,0,10,32,False,10,2019-03-18T18-58-43
2019_03_18_18_59_04.rep,LINE RACE,822,1.9001218,0,10,27,False,10,2019-03-18T18-59-04
2019_03_18_18_59_29.rep,LINE RACE,724,2.3236516,0,10,29,False,10,2019-03-18T18-59-29
2019_03_18_18_59_50.rep,LINE RACE,784,2.145594,0,10,29,False,10,2019-03-18T18-59-50
2019_03_18_19_00_18.rep,LINE RACE,718,2.2594142,0,10,28,False,10,2019-03-18T19-00-18
2019_03_18_19_01_05.rep,LINE RACE,718,2.2594142,0,10,28,False,10,2019-03-18T19-01-05
2019_03_18_20_18_54.rep,LINE RACE,744,2.2611036,0,10,29,False,10,2019-03-18T20-18-54
2019_03_18_20_19_29.rep,LINE RACE,924,1.8851571,0,10,30,False,10,2019-03-18T20-19-29
2019_03_18_20_20_26.rep,LINE RACE,976,1.9692308,0,10,33,False,10,2019-03-18T20-20-26
2019_03_18_20_21_43.rep,LINE RACE,765,2.198953,0,10,29,False,10,2019-03-18T20-21-43
2019_03_18_20_23_33.rep,LINE RACE,799,2.1052632,0,10,29,False,10,2019-03-18T20-23-33
2019_03_18_20_25_13.rep,LINE RACE,899,2.0044544,0,11,31,True,10,2019-03-18T20-25-13
2019_03_18_20_25_48.rep,LINE RACE,732,2.134063,0,10,27,False,10,2019-03-18T20-25-48
2019_03_18_20_26_24.rep,LINE RACE,910,2.0462046,0,10,32,False,10,2019-03-18T20-26-24
2019_03_18_20_30_04.rep,LINE RACE,649,2.4074075,0,10,27,False,10,2019-03-18T20-30-04
2019_03_18_21_25_44.rep,LINE RACE,833,1.9471154,0,10,28,False,10,2019-03-18T21-25-44
2019_03_18_21_29_45.rep,LINE RACE,777,2.242268,0,11,30,True,10,2019-03-18T21-29-45
2019_03_18_21_30_12.rep,LINE RACE,1079,1.8923934,0,12,35,True,10,2019-03-18T21-30-12
2019_03_18_21_31_04.rep,LINE RACE,676,2.3111112,0,10,27,False,10,2019-03-18T21-31-04
2019_03_18_21_31_41.rep,LINE RACE,1132,1.6445624,0,10,32,False,10,2019-03-18T21-31-41
2019_03_18_21_32_45.rep,LINE RACE,836,2.0838323,0,10,30,False,10,2019-03-18T21-32-45
2019_03_18_21_33_31.rep,LINE RACE,742,2.1052632,0,10,27,False,10,2019-03-18T21-33-31
2019_03_18_21_33_54.rep,LINE RACE,739,2.195122,0,11,28,True,10,2019-03-18T21-33-54
2019_03_18_21_34_17.rep,LINE RACE,674,2.228826,0,10,26,False,10,2019-03-18T21-34-17
2019_03_18_21_34_38.rep,LINE RACE,801,2.1,0,10,29,False,10,2019-03-18T21-34-38
2019_03_18_21_35_26.rep,LINE RACE,753,2.1542554,0,10,28,False,10,2019-03-18T21-35-26
2019_03_18_21_36_20.rep,LINE RACE,820,2.1245422,0,10,30,False,10,2019-03-18T21-36-20
2019_03_18_21_36_54.rep,LINE RACE,888,1.7587373,0,10,27,False,10,2019-03-18T21-36-54
2019_03_18_21_37_50.rep,LINE RACE,733,2.0491803,0,10,26,False,10,2019-03-18T21-37-50
2019_03_18_23_02_05.rep,LINE RACE,911,1.7802198,0,10,28,False,10,2019-03-18T23-02-05
2019_03_18_23_03_23.rep,LINE RACE,853,1.8309859,0,10,27,False,10,2019-03-18T23-03-23
2019_03_18_23_04_12.rep,LINE RACE,1489,1.9341841,0,9,48,False,10,2019-03-18T23-04-12
2019_03_18_23_05_03.rep,LINE RACE,917,1.9650655,0,12,31,True,10,2019-03-18T23-05-03
2019_03_19_15_11_12.rep,LINE RACE,763,2.047244,0,10,27,False,10,2019-03-19T15-11-12
2019_03_19_18_21_29.rep,LINE RACE,821,2.195122,0,10,31,False,10,2019-03-19T18-21-29
2019_03_19_18_22_05.rep,LINE RACE,776,2.0129032,0,10,27,False,10,2019-03-19T18-22-05
2019_03_19_18_22_32.rep,LINE RACE,941,2.0425532,0,10,33,False,10,2019-03-19T18-22-32
2019_03_19_18_23_03.rep,LINE RACE,800,2.0275345,0,10,28,False,10,2019-03-19T18-23-03
2019_03_19_18_23_38.rep,LINE RACE,834,1.944778,0,11,28,True,10,2019-03-19T18-23-38
2019_03_19_18_24_32.rep,LINE RACE,662,2.3600605,0,10,27,False,10,2019-03-19T18-24-32
2019_03_19_18_25_00.rep,LINE RACE,782,1.9974391,0,10,27,False,10,2019-03-19T18-25-00
2019_03_19_18_25_49.rep,LINE RACE,874,1.9243987,0,11,29,True,10,2019-03-19T18-25-49
2019_03_19_18_26_19.rep,LINE RACE,671,2.4179103,0,10,28,False,10,2019-03-19T18-26-19
2019_03_19_18_26_40.rep,LINE RACE,796,1.959799,0,3,26,False,10,2019-03-19T18-26-40
2019_03_19_18_27_25.rep,LINE RACE,731,2.30137,0,11,29,True,10,2019-03-19T18-27-25
2019_03_19_20_10_08.rep,LINE RACE,3256,1.8986175,0,40,104,False,40,2019-03-19T20-10-08
2019_03_19_20_11_50.rep,LINE RACE,2988,2.0087044,0,40,101,False,40,2019-03-19T20-11-50
2019_03_19_20_13_56.rep,LINE RACE,3092,1.9799417,0,40,103,False,40,2019-03-19T20-13-56
2019_03_19_20_15_14.rep,LINE RACE,3487,1.8932874,0,40,111,False,40,2019-03-19T20-15-14
2019_03_19_20_17_00.rep,LINE RACE,3341,1.8502994,0,40,104,False,40,2019-03-19T20-17-00
2019_03_19_21_26_15.rep,LINE RACE,3489,1.7545872,0,40,103,False,40,2019-03-19T21-26-15
2019_03_19_21_28_30.rep,LINE RACE,3250,1.920591,0,40,105,False,40,2019-03-19T21-28-30
2019_03_20_15_45_58.rep,LINE RACE,3227,2.0086794,0,40,109,False,40,2019-03-20T15-45-58
2019_03_20_15_48_06.rep,LINE RACE,3141,1.9299363,0,40,102,False,40,2019-03-20T15-48-06
2019_03_20_15_50_17.rep,LINE RACE,3137,1.9515306,0,40,103,False,40,2019-03-20T15-50-17
2019_03_20_15_52_23.rep,LINE RACE,3276,1.8870229,0,40,104,False,40,2019-03-20T15-52-23
2019_03_20_16_03_50.rep,LINE RACE,3482,1.8098247,0,40,106,False,40,2019-03-20T16-03-50
2019_03_20_19_56_37.rep,LINE RACE,3218,1.9396954,0,41,105,True,40,2019-03-20T19-56-37
2019_03_20_19_58_25.rep,LINE RACE,3140,1.9305512,0,40,102,False,40,2019-03-20T19-58-25
2019_03_20_20_02_09.rep,LINE RACE,3712,1.6976557,0,42,106,True,40,2019-03-20T20-02-09
2019_03_20_20_03_21.rep,LINE RACE,3656,1.7072504,0,40,105,False,40,2019-03-20T20-03-21
2019_03_20_20_09_12.rep,LINE RACE,3293,1.8772782,0,40,104,False,40,2019-03-20T20-09-12
2019_03_20_20_11_34.rep,LINE RACE,3001,2.08,0,40,105,False,40,2019-03-20T20-11-34
2019_03_20_20_11_50.rep,LINE RACE,397,1.9647355,0,0,13,False,40,2019-03-20T20-11-50
2019_03_21_17_28_46.rep,LINE RACE,3239,1.8524235,0,33,100,False,40,2019-03-21T17-28-46
2019_03_21_17_28_52.rep,LINE RACE,99,4.848485,0,0,8,False,40,2019-03-21T17-28-52
2019_03_21_17_28_59.rep,LINE RACE,98,4.897959,0,0,8,False,40,2019-03-21T17-28-59
2019_03_21_17_29_07.rep,LINE RACE,92,5.2173915,0,0,8,False,40,2019-03-21T17-29-07
2019_03_21_17_29_14.rep,LINE RACE,89,5.3932586,0,0,8,False,40,2019-03-21T17-29-14
2019_03_21_17_29_19.rep,LINE RACE,83,5.0602407,0,0,7,False,40,2019-03-21T17-29-19
2019_03_21_17_29_24.rep,LINE RACE,87,4.827586,0,0,7,False,40,2019-03-21T17-29-24
2019_03_21_17_29_29.rep,LINE RACE,87,5.5172415,0,0,8,False,40,2019-03-21T17-29-29
2019_03_21_17_29_36.rep,LINE RACE,76,5.5263157,0,0,7,False,40,2019-03-21T17-29-36
2019_03_21_17_29_46.rep,LINE RACE,189,2.857143,0,0,9,False,40,2019-03-21T17-29-46
2019_03_21_17_29_53.rep,LINE RACE,151,3.576159,0,0,9,False,40,2019-03-21T17-29-53
2019_03_21_17_29_59.rep,LINE RACE,97,4.9484534,0,0,8,False,40,2019-03-21T17-29-59
2019_03_21_17_30_04.rep,LINE RACE,101,4.7524753,0,0,8,False,40,2019-03-21T17-30-04
2019_03_21_17_30_11.rep,LINE RACE,120,4.5,0,0,9,False,40,2019-03-21T17-30-11
2019_03_21_18_34_46.rep,LINE RACE,3379,1.8117229,0,40,103,False,40,2019-03-21T18-34-46
2019_03_21_18_43_02.rep,LINE RACE,3093,1.9793015,0,40,103,False,40,2019-03-21T18-43-02
2019_03_21_19_38_50.rep,LINE RACE,3250,1.8836565,0,40,103,False,40,2019-03-21T19-38-50
2019_03_22_16_12_22.rep,LINE RACE,3265,1.9852941,0,40,109,False,40,2019-03-22T16-12-22
2019_03_22_16_15_06.rep,LINE RACE,3202,1.9306467,0,40,104,False,40,2019-03-22T16-15-06
2019_03_22_17_36_52.rep,LINE RACE,2990,2.0073602,0,40,101,False,40,2019-03-22T17-36-52
2019_03_22_17_40_05.rep,LINE RACE,3103,1.9729207,0,40,103,False,40,2019-03-22T17-40-05
2019_03_22_17_42_10.rep,LINE RACE,473,1.9027485,0,0,15,False,40,2019-03-22T17-42-10
2019_03_22_17_51_16.rep,LINE RACE,3495,1.8202633,0,40,107,False,40,2019-03-22T17-51-16
2019_03_22_18_44_55.rep,LINE RACE,3722,1.6930933,0,41,106,True,40,2019-03-22T18-44-55
2019_03_22_20_16_31.rep,LINE RACE,3239,1.9085855,0,41,104,True,40,2019-03-22T20-16-31
2019_03_22_20_17_59.rep,LINE RACE,3790,1.7418844,0,40,111,False,40,2019-03-22T20-17-59
2019_03_22_20_25_30.rep,LINE RACE,3797,1.7228662,0,40,110,False,40,2019-03-22T20-25-30
2019_03_22_20_34_00.rep,MARATHON,628,1.0509554,0,0,11,False,150,2019-03-22T20-34-00
2019_03_22_21_02_04.rep,MARATHON,683,1.0541728,0,0,12,False,150,2019-03-22T21-02-04
2019_03_22_23_11_44.rep,MARATHON,9541,1.1005136,169504,53,175,False,150,2019-03-22T23-11-44
2019_03_22_23_34_57.rep,LINE RACE,3433,1.8531469,0,40,107,False,40,2019-03-22T23-34-57
2019_03_22_23_36_54.rep,LINE RACE,4306,1.630662,0,42,118,True,40,2019-03-22T23-36-54
2019_03_22_23_42_03.rep,LINE RACE,3079,2.0077972,0,40,104,False,40,2019-03-22T23-42-03
2019_03_23_15_09_43.rep,LINE RACE,3243,1.8692166,0,40,102,False,40,2019-03-23T15-09-43
2019_03_23_16_17_56.rep,LINE RACE,3373,1.9039146,0,40,108,False,40,2019-03-23T16-17-56
2019_03_23_16_20_14.rep,LINE RACE,3384,1.8090452,0,41,103,True,40,2019-03-23T16-20-14
2019_03_23_16_21_18.rep,LINE RACE,2801,2.25,0,41,106,True,40,2019-03-23T16-21-18
2019_03_23_16_36_55.rep,LINE RACE,3212,1.9246341,0,41,104,True,40,2019-03-23T16-36-55
2019_03_23_16_38_34.rep,LINE RACE,3152,1.9993653,0,40,106,False,40,2019-03-23T16-38-34
2019_03_23_16_41_24.rep,LINE RACE,3252,1.9009535,0,41,104,True,40,2019-03-23T16-41-24
2019_03_23_16_45_37.rep,LINE RACE,3229,1.8959107,0,40,103,False,40,2019-03-23T16-45-37
2019_03_23_16_53_22.rep,LINE RACE,2993,2.025401,0,40,102,False,40,2019-03-23T16-53-22
2019_03_23_16_59_53.rep,LINE RACE,3088,1.9825073,0,40,103,False,40,2019-03-23T16-59-53
2019_03_23_23_09_17.rep,LINE RACE,3271,1.9816514,0,40,109,False,40,2019-03-23T23-09-17
2019_03_24_01_34_34.rep,LINE RACE,2747,2.2286963,0,40,103,False,40,2019-03-24T01-34-34
2019_03_24_01_46_15.rep,LINE RACE,3304,1.9618529,0,40,109,False,40,2019-03-24T01-46-15
2019_03_24_10_40_08.rep,LINE RACE,3223,1.8994414,0,40,103,False,40,2019-03-24T10-40-08
2019_03_24_10_43_33.rep,LINE RACE,3745,1.7628205,0,43,111,True,40,2019-03-24T10-43-33
2019_03_24_10_50_32.rep,LINE RACE,3264,1.9307386,0,41,106,True,40,2019-03-24T10-50-32
2019_03_24_11_04_30.rep,LINE RACE,3155,1.9594166,0,40,104,False,40,2019-03-24T11-04-30
2019_03_24_12_02_12.rep,LINE RACE,3483,1.843768,0,41,108,True,40,2019-03-24T12-02-12
2019_03_24_12_50_46.rep,LINE RACE,2851,2.1473684,0,40,103,False,40,2019-03-24T12-50-46
2019_03_24_12_57_39.rep,LINE RACE,3270,1.9088407,0,40,105,False,40,2019-03-24T12-57-39
2019_03_24_12_59_26.rep,LINE RACE,3147,1.9262556,0,40,102,False,40,2019-03-24T12-59-26
2019_03_24_14_14_01.rep,MARATHON,23088,1.0291506,480782,151,397,True,150,2019-03-24T14-14-01
2019_03_24_14_20_59.rep,MARATHON,22997,1.0384414,463522,150,399,False,150,2019-03-24T14-20-59
