fileName,mode,time,pps,score,lines,pieces,finished,goal,timeStamp
2019_02_10_15_13_52.rep,LINE RACE,827,1.9612591,0,10,28,False,10,2019-02-10T15-13-52
2019_02_10_15_14_15.rep,LINE RACE,912,1.7124039,0,10,27,False,10,2019-02-10T15-14-15
2019_02_10_15_14_40.rep,LINE RACE,744,2.1803498,0,10,28,False,10,2019-02-10T15-14-40
2019_02_10_15_15_16.rep,LINE RACE,662,2.269289,0,10,26,False,10,2019-02-10T15-15-16
2019_02_10_15_16_03.rep,LINE RACE,787,1.9847329,0,10,27,False,10,2019-02-10T15-16-03
2019_02_10_15_16_34.rep,LINE RACE,977,1.5983607,0,10,27,False,10,2019-02-10T15-16-34
2019_02_10_15_16_58.rep,LINE RACE,959,1.7536534,0,10,29,False,10,2019-02-10T15-16-58
2019_02_10_15_17_28.rep,LINE RACE,1024,1.8181819,0,10,32,False,10,2019-02-10T15-17-28
2019_02_10_15_17_58.rep,LINE RACE,766,1.9607843,0,10,26,False,10,2019-02-10T15-17-58
2019_02_10_15_18_26.rep,LINE RACE,1124,1.9234194,0,12,37,True,10,2019-02-10T15-18-26
2019_02_10_15_18_53.rep,LINE RACE,913,1.8421053,0,10,29,False,10,2019-02-10T15-18-53
2019_02_10_15_19_33.rep,LINE RACE,1298,1.4803393,0,10,33,False,10,2019-02-10T15-19-33
2019_02_10_15_20_33.rep,LINE RACE,784,1.9923371,0,10,27,False,10,2019-02-10T15-20-33
2019_02_10_15_20_55.rep,LINE RACE,906,1.9889503,0,11,31,True,10,2019-02-10T15-20-55
2019_02_10_15_21_24.rep,LINE RACE,1280,1.5480845,0,11,34,True,10,2019-02-10T15-21-24
2019_02_10_15_21_45.rep,LINE RACE,867,1.7321016,0,10,26,False,10,2019-02-10T15-21-45
2019_02_10_15_22_15.rep,LINE RACE,1162,1.7054263,0,10,34,False,10,2019-02-10T15-22-15
2019_02_10_15_22_53.rep,LINE RACE,990,1.6986855,0,10,29,False,10,2019-02-10T15-22-53
2019_02_10_15_23_20.rep,LINE RACE,1189,1.8686869,0,10,38,False,10,2019-02-10T15-23-20
2019_02_10_15_24_09.rep,LINE RACE,928,1.6828479,0,10,27,False,10,2019-02-10T15-24-09
2019_02_10_15_24_32.rep,LINE RACE,866,2.0115607,0,10,30,False,10,2019-02-10T15-24-32
2019_02_10_15_24_56.rep,LINE RACE,985,1.7073171,0,10,29,False,10,2019-02-10T15-24-56
2019_02_10_15_25_27.rep,LINE RACE,1446,1.7024221,0,12,42,True,10,2019-02-10T15-25-27
2019_02_10_15_25_49.rep,LINE RACE,893,2.0179372,0,10,31,False,10,2019-02-10T15-25-49
2019_02_10_15_26_13.rep,LINE RACE,976,1.7846154,0,11,30,True,10,2019-02-10T15-26-13
2019_02_10_15_26_41.rep,LINE RACE,1232,1.754671,0,10,37,False,10,2019-02-10T15-26-41
2019_02_10_15_27_39.rep,LINE RACE,915,1.8380744,0,10,29,False,10,2019-02-10T15-27-39
2019_02_10_16_34_00.rep,LINE RACE,886,1.7627119,0,10,27,False,10,2019-02-10T16-34-00
2019_02_10_16_34_41.rep,LINE RACE,820,1.9047619,0,10,27,False,10,2019-02-10T16-34-41
2019_02_10_16_36_05.rep,LINE RACE,764,1.965924,0,10,26,False,10,2019-02-10T16-36-05
2019_02_10_16_36_38.rep,LINE RACE,917,1.8340611,0,10,29,False,10,2019-02-10T16-36-38
2019_02_10_16_37_09.rep,LINE RACE,909,1.8502203,0,10,29,False,10,2019-02-10T16-37-09
2019_02_10_16_37_48.rep,LINE RACE,1289,1.8167702,0,12,40,True,10,2019-02-10T16-37-48
2019_02_10_16_38_38.rep,LINE RACE,1691,1.6686391,0,10,48,False,10,2019-02-10T16-38-38
2019_02_10_16_39_50.rep,LINE RACE,781,1.9230769,0,10,26,False,10,2019-02-10T16-39-50
2019_02_10_16_40_19.rep,LINE RACE,1007,1.7892644,0,10,31,False,10,2019-02-10T16-40-19
2019_02_10_16_40_48.rep,LINE RACE,1025,1.9921875,0,10,35,False,10,2019-02-10T16-40-48
2019_02_10_16_41_13.rep,LINE RACE,1052,1.8268316,0,10,33,False,10,2019-02-10T16-41-13
2019_02_10_16_42_22.rep,LINE RACE,933,1.8025751,0,10,29,False,10,2019-02-10T16-42-22
2019_02_10_16_42_51.rep,LINE RACE,1259,1.8600954,0,10,40,False,10,2019-02-10T16-42-51
2019_02_10_16_43_32.rep,LINE RACE,1052,1.8268316,0,10,33,False,10,2019-02-10T16-43-32
2019_02_10_16_43_56.rep,LINE RACE,859,1.9580419,0,10,29,False,10,2019-02-10T16-43-56
2019_02_10_16_44_20.rep,LINE RACE,865,2.0833333,0,10,31,False,10,2019-02-10T16-44-20
2019_02_10_16_44_42.rep,LINE RACE,858,1.7502917,0,10,26,False,10,2019-02-10T16-44-42
2019_02_10_16_45_34.rep,LINE RACE,1160,1.6566005,0,10,33,False,10,2019-02-10T16-45-34
2019_02_10_16_46_09.rep,LINE RACE,1536,1.5635179,0,10,41,False,10,2019-02-10T16-46-09
2019_02_10_16_46_38.rep,LINE RACE,1065,1.8609023,0,10,34,False,10,2019-02-10T16-46-38
2019_02_10_16_47_10.rep,LINE RACE,1242,1.4504431,0,10,31,False,10,2019-02-10T16-47-10
2019_02_10_16_47_55.rep,LINE RACE,1019,1.5913556,0,10,28,False,10,2019-02-10T16-47-55
2019_02_10_16_48_15.rep,LINE RACE,942,2.2292993,0,0,35,False,10,2019-02-10T16-48-15
2019_02_10_16_48_49.rep,LINE RACE,1036,2.1449275,0,12,38,True,10,2019-02-10T16-48-49
2019_02_10_16_50_00.rep,LINE RACE,881,2.0454545,0,12,31,True,10,2019-02-10T16-50-00
2019_02_10_16_50_31.rep,LINE RACE,960,1.6266944,0,10,27,False,10,2019-02-10T16-50-31
2019_02_10_16_51_10.rep,LINE RACE,709,2.20339,0,10,27,False,10,2019-02-10T16-51-10
2019_02_10_16_51_59.rep,LINE RACE,1017,1.8307086,0,10,32,False,10,2019-02-10T16-51-59
2019_02_10_16_52_35.rep,LINE RACE,1096,1.6986301,0,10,32,False,10,2019-02-10T16-52-35
2019_02_10_16_54_35.rep,LINE RACE,842,1.8549346,0,10,27,False,10,2019-02-10T16-54-35
2019_02_10_16_55_20.rep,LINE RACE,687,2.2740524,0,10,27,False,10,2019-02-10T16-55-20
2019_02_10_16_55_44.rep,LINE RACE,843,2.0665083,0,10,30,False,10,2019-02-10T16-55-44
2019_02_10_16_56_19.rep,LINE RACE,985,1.8292683,0,10,31,False,10,2019-02-10T16-56-19
2019_02_10_16_56_49.rep,LINE RACE,939,1.7910448,0,10,29,False,10,2019-02-10T16-56-49
2019_02_10_16_57_12.rep,LINE RACE,927,1.9438444,0,11,31,True,10,2019-02-10T16-57-12
2019_02_10_16_58_24.rep,LINE RACE,1234,1.4111922,0,10,30,False,10,2019-02-10T16-58-24
2019_02_10_16_59_17.rep,LINE RACE,1065,1.6353383,0,10,30,False,10,2019-02-10T16-59-17
2019_02_10_17_00_25.rep,LINE RACE,1159,1.6062176,0,12,32,True,10,2019-02-10T17-00-25
2019_02_10_17_01_03.rep,LINE RACE,958,1.630094,0,10,27,False,10,2019-02-10T17-01-03
2019_02_10_17_01_59.rep,LINE RACE,1021,1.7647059,0,10,31,False,10,2019-02-10T17-01-59
2019_02_10_17_02_55.rep,LINE RACE,751,2.16,0,10,28,False,10,2019-02-10T17-02-55
2019_02_10_17_03_17.rep,LINE RACE,655,1.0076336,0,0,11,False,10,2019-02-10T17-03-17
2019_02_10_17_03_41.rep,LINE RACE,691,1.0419681,0,0,12,False,10,2019-02-10T17-03-41
2019_02_10_17_04_54.rep,LINE RACE,1254,1.4844373,0,10,32,False,10,2019-02-10T17-04-54
2019_02_10_17_05_44.rep,LINE RACE,917,1.9650655,0,11,31,True,10,2019-02-10T17-05-44
2019_02_10_17_06_29.rep,LINE RACE,788,1.9822109,0,10,27,False,10,2019-02-10T17-06-29
2019_02_10_17_07_09.rep,LINE RACE,860,1.8859138,0,10,28,False,10,2019-02-10T17-07-09
2019_02_10_17_08_58.rep,LINE RACE,1381,1.6086956,0,11,38,True,10,2019-02-10T17-08-58
2019_02_10_17_09_28.rep,LINE RACE,1063,1.6949153,0,11,31,True,10,2019-02-10T17-09-28
2019_02_10_17_09_53.rep,LINE RACE,798,1.95734,0,10,27,False,10,2019-02-10T17-09-53
2019_02_10_17_10_58.rep,LINE RACE,1027,2.1052632,0,12,37,True,10,2019-02-10T17-10-58
2019_02_10_17_11_31.rep,LINE RACE,858,1.890315,0,10,28,False,10,2019-02-10T17-11-31
2019_02_10_17_12_09.rep,LINE RACE,869,1.8663595,0,10,28,False,10,2019-02-10T17-12-09
2019_02_10_17_13_34.rep,LINE RACE,1138,1.6358839,0,10,32,False,10,2019-02-10T17-13-34
2019_02_10_17_14_05.rep,LINE RACE,965,1.6804979,0,10,28,False,10,2019-02-10T17-14-05
2019_02_10_17_14_56.rep,LINE RACE,1031,1.7475728,0,10,31,False,10,2019-02-10T17-14-56
2019_02_10_17_15_40.rep,LINE RACE,1275,1.4599686,0,10,32,False,10,2019-02-10T17-15-40
2019_02_10_17_16_00.rep,LINE RACE,723,2.1606648,0,10,27,False,10,2019-02-10T17-16-00
2019_02_10_17_17_16.rep,LINE RACE,1166,1.6995708,0,10,34,False,10,2019-02-10T17-17-16
2019_02_10_17_17_49.rep,LINE RACE,972,1.977343,0,11,33,True,10,2019-02-10T17-17-49
2019_02_10_17_21_28.rep,LINE RACE,3567,1.6825575,0,40,101,False,40,2019-02-10T17-21-28
2019_02_10_17_23_43.rep,LINE RACE,4250,1.5674276,0,40,112,False,40,2019-02-10T17-23-43
2019_02_10_17_25_02.rep,LINE RACE,3520,1.7561808,0,41,104,True,40,2019-02-10T17-25-02
2019_02_10_17_26_54.rep,LINE RACE,3520,1.7391304,0,40,103,False,40,2019-02-10T17-26-54
2019_02_10_18_00_08.rep,GRADE MANIA,12242,0.7792844,10074,50,159,None,None,2019-02-10T18-00-08
2019_02_10_18_03_28.rep,GRADE MANIA,10304,0.8035714,7720,40,138,None,None,2019-02-10T18-03-28
2019_02_10_18_24_15.rep,GRADE MANIA,16965,0.7285588,15067,68,206,None,None,2019-02-10T18-24-15
2019_02_10_18_34_11.rep,GRADE MANIA,4892,0.7726901,2156,12,63,None,None,2019-02-10T18-34-11
2019_02_10_19_14_05.rep,LINE RACE,3854,1.5728004,0,40,102,False,40,2019-02-10T19-14-05
2019_02_10_19_15_47.rep,LINE RACE,977,1.7827868,0,11,30,True,10,2019-02-10T19-15-47
2019_02_10_19_16_09.rep,LINE RACE,804,1.9427148,0,10,27,False,10,2019-02-10T19-16-09
2019_02_10_19_16_48.rep,LINE RACE,1095,1.6453382,0,10,31,False,10,2019-02-10T19-16-48
2019_02_10_19_17_13.rep,LINE RACE,1010,1.8434093,0,10,32,False,10,2019-02-10T19-17-13
2019_02_10_19_17_38.rep,LINE RACE,938,1.9850587,0,10,32,False,10,2019-02-10T19-17-38
2019_02_10_19_18_03.rep,LINE RACE,765,2.1204188,0,10,28,False,10,2019-02-10T19-18-03
2019_02_10_19_18_30.rep,LINE RACE,884,1.6987542,0,10,26,False,10,2019-02-10T19-18-30
2019_02_10_19_19_10.rep,LINE RACE,770,2.0286086,0,10,27,False,10,2019-02-10T19-19-10
2019_02_10_19_19_45.rep,LINE RACE,1066,1.6901408,0,11,31,True,10,2019-02-10T19-19-45
2019_02_10_19_20_10.rep,LINE RACE,1006,1.8507463,0,10,32,False,10,2019-02-10T19-20-10
2019_02_10_19_20_33.rep,LINE RACE,746,2.1744967,0,10,28,False,10,2019-02-10T19-20-33
2019_02_10_19_21_35.rep,LINE RACE,1039,1.5606936,0,10,28,False,10,2019-02-10T19-21-35
2019_02_10_19_22_12.rep,LINE RACE,900,1.7352614,0,10,27,False,10,2019-02-10T19-22-12
2019_02_10_19_23_14.rep,LINE RACE,857,1.8925234,0,10,28,False,10,2019-02-10T19-23-14
2019_02_10_19_23_59.rep,LINE RACE,882,1.7026106,0,10,26,False,10,2019-02-10T19-23-59
2019_02_10_19_24_24.rep,LINE RACE,727,2.231405,0,10,28,False,10,2019-02-10T19-24-24
2019_02_10_19_25_39.rep,LINE RACE,981,1.8367347,0,11,31,True,10,2019-02-10T19-25-39
2019_02_10_19_26_21.rep,LINE RACE,857,1.8224299,0,10,27,False,10,2019-02-10T19-26-21
2019_02_10_19_26_58.rep,LINE RACE,830,1.8817853,0,10,27,False,10,2019-02-10T19-26-58
2019_02_10_19_30_23.rep,LINE RACE,1073,1.7350746,0,10,32,False,10,2019-02-10T19-30-23
2019_02_10_19_31_20.rep,LINE RACE,969,1.7975206,0,10,30,False,10,2019-02-10T19-31-20
2019_02_10_19_31_44.rep,LINE RACE,882,1.8388195,0,10,28,False,10,2019-02-10T19-31-44
2019_02_10_19_32_14.rep,LINE RACE,939,1.8550106,0,11,30,True,10,2019-02-10T19-32-14
2019_02_10_19_32_48.rep,LINE RACE,1296,1.4826255,0,11,33,True,10,2019-02-10T19-32-48
2019_02_10_19_33_10.rep,LINE RACE,889,1.8243244,0,10,28,False,10,2019-02-10T19-33-10
2019_02_10_19_34_04.rep,LINE RACE,888,1.8940248,0,10,29,False,10,2019-02-10T19-34-04
2019_02_10_19_34_26.rep,LINE RACE,822,1.9732034,0,10,28,False,10,2019-02-10T19-34-26
2019_02_10_19_34_57.rep,LINE RACE,1118,1.7726052,0,11,34,True,10,2019-02-10T19-34-57
2019_02_10_19_35_34.rep,LINE RACE,982,1.7737004,0,10,30,False,10,2019-02-10T19-35-34
2019_02_10_19_36_07.rep,LINE RACE,1011,1.9009901,0,12,33,True,10,2019-02-10T19-36-07
2019_02_10_19_36_54.rep,LINE RACE,1092,1.704858,0,11,32,True,10,2019-02-10T19-36-54
2019_02_10_19_37_26.rep,LINE RACE,1016,1.773399,0,10,31,False,10,2019-02-10T19-37-26
2019_02_10_19_37_52.rep,LINE RACE,914,1.6429354,0,10,26,False,10,2019-02-10T19-37-52
2019_02_10_19_38_47.rep,LINE RACE,895,1.7449664,0,10,27,False,10,2019-02-10T19-38-47
2019_02_10_19_39_13.rep,LINE RACE,1066,1.6901408,0,10,31,False,10,2019-02-10T19-39-13
2019_02_10_19_40_20.rep,LINE RACE,1105,1.6304348,0,10,31,False,10,2019-02-10T19-40-20
2019_02_10_19_40_46.rep,LINE RACE,994,2.0543807,0,11,35,True,10,2019-02-10T19-40-46
2019_02_10_19_41_46.rep,LINE RACE,1115,1.615799,0,10,31,False,10,2019-02-10T19-41-46
2019_02_10_19_42_15.rep,LINE RACE,979,1.7791411,0,10,30,False,10,2019-02-10T19-42-15
2019_02_10_22_36_24.rep,MARATHON,24687,0.9211699,419300,150,380,False,150,2019-02-10T22-36-24
2019_02_11_15_30_26.rep,MARATHON,23632,0.96483433,395270,150,381,False,150,2019-02-11T15-30-26
2019_02_11_15_48_37.rep,MARATHON,23356,0.9788054,459002,151,382,True,150,2019-02-11T15-48-37
2019_02_11_15_58_19.rep,MARATHON,24515,0.9202529,358528,133,376,False,150,2019-02-11T15-58-19
2019_02_11_16_05_26.rep,MARATHON,23276,0.9847476,466510,151,383,True,150,2019-02-11T16-05-26
2019_02_11_16_55_08.rep,LINE RACE,965,1.9294605,0,11,32,True,10,2019-02-11T16-55-08
2019_02_11_16_56_06.rep,LINE RACE,911,1.7802198,0,10,28,False,10,2019-02-11T16-56-06
2019_02_11_16_56_29.rep,LINE RACE,808,2.0074348,0,10,28,False,10,2019-02-11T16-56-29
2019_02_11_16_56_57.rep,LINE RACE,971,1.5463917,0,10,26,False,10,2019-02-11T16-56-57
2019_02_11_16_57_20.rep,LINE RACE,960,1.7518249,0,10,29,False,10,2019-02-11T16-57-20
2019_02_11_16_57_45.rep,LINE RACE,1029,1.7509727,0,10,31,False,10,2019-02-11T16-57-45
2019_02_11_16_58_11.rep,LINE RACE,1086,1.7142857,0,10,32,False,10,2019-02-11T16-58-11
2019_02_11_16_58_37.rep,LINE RACE,830,1.8817853,0,10,27,False,10,2019-02-11T16-58-37
2019_02_11_16_59_01.rep,LINE RACE,908,1.7199559,0,10,27,False,10,2019-02-11T16-59-01
2019_02_11_16_59_48.rep,LINE RACE,1026,1.6390244,0,10,29,False,10,2019-02-11T16-59-48
2019_02_11_17_00_25.rep,LINE RACE,965,1.8672199,0,11,31,True,10,2019-02-11T17-00-25
2019_02_11_17_01_16.rep,LINE RACE,1068,1.7432052,0,10,32,False,10,2019-02-11T17-01-16
2019_02_11_17_01_39.rep,LINE RACE,912,1.909989,0,10,30,False,10,2019-02-11T17-01-39
2019_02_11_17_02_18.rep,LINE RACE,811,1.925926,0,10,27,False,10,2019-02-11T17-02-18
2019_02_11_17_04_24.rep,LINE RACE,809,1.8564357,0,10,26,False,10,2019-02-11T17-04-24
2019_02_11_17_04_49.rep,LINE RACE,960,1.8769552,0,10,31,False,10,2019-02-11T17-04-49
2019_02_11_17_05_12.rep,LINE RACE,935,1.6702355,0,10,27,False,10,2019-02-11T17-05-12
2019_02_11_17_05_48.rep,LINE RACE,901,1.8,0,10,28,False,10,2019-02-11T17-05-48
2019_02_11_17_06_14.rep,LINE RACE,1111,1.7837838,0,12,34,True,10,2019-02-11T17-06-14
2019_02_11_17_06_48.rep,LINE RACE,1133,1.7491167,0,11,34,True,10,2019-02-11T17-06-48
2019_02_11_17_07_35.rep,LINE RACE,973,1.5432099,0,10,26,False,10,2019-02-11T17-07-35
2019_02_11_17_08_01.rep,LINE RACE,1146,1.4148471,0,10,28,False,10,2019-02-11T17-08-01
2019_02_11_17_08_50.rep,LINE RACE,1008,1.7279047,0,11,30,True,10,2019-02-11T17-08-50
2019_02_11_17_09_19.rep,LINE RACE,816,2.0613496,0,10,29,False,10,2019-02-11T17-09-19
2019_02_11_17_09_44.rep,LINE RACE,779,2.0051415,0,10,27,False,10,2019-02-11T17-09-44
2019_02_11_17_10_21.rep,LINE RACE,806,1.9378881,0,10,27,False,10,2019-02-11T17-10-21
2019_02_11_17_10_46.rep,LINE RACE,932,1.7400645,0,10,28,False,10,2019-02-11T17-10-46
2019_02_11_17_11_14.rep,LINE RACE,952,1.7665615,0,10,29,False,10,2019-02-11T17-11-14
2019_02_11_17_11_35.rep,LINE RACE,741,2.0270271,0,10,26,False,10,2019-02-11T17-11-35
2019_02_11_17_11_58.rep,LINE RACE,799,1.9548873,0,10,27,False,10,2019-02-11T17-11-58
2019_02_11_17_12_23.rep,LINE RACE,1007,1.7296222,0,10,30,False,10,2019-02-11T17-12-23
2019_02_11_17_13_23.rep,LINE RACE,856,1.8947369,0,10,28,False,10,2019-02-11T17-13-23
2019_02_11_17_13_47.rep,LINE RACE,869,1.797235,0,10,27,False,10,2019-02-11T17-13-47
2019_02_11_17_14_09.rep,LINE RACE,882,1.906924,0,10,29,False,10,2019-02-11T17-14-09
2019_02_11_17_14_38.rep,LINE RACE,968,1.737332,0,10,29,False,10,2019-02-11T17-14-38
2019_02_11_17_15_17.rep,LINE RACE,1167,1.6466552,0,11,33,True,10,2019-02-11T17-15-17
2019_02_11_17_15_39.rep,LINE RACE,834,2.2328932,0,11,32,True,10,2019-02-11T17-15-39
2019_02_11_17_16_20.rep,LINE RACE,887,1.9638826,0,10,30,False,10,2019-02-11T17-16-20
2019_02_11_17_16_44.rep,LINE RACE,986,1.8274112,0,10,31,False,10,2019-02-11T17-16-44
2019_02_11_17_17_08.rep,LINE RACE,1025,1.8164062,0,10,32,False,10,2019-02-11T17-17-08
2019_02_11_17_17_33.rep,LINE RACE,917,1.768559,0,10,28,False,10,2019-02-11T17-17-33
2019_02_11_17_18_12.rep,LINE RACE,901,1.8666667,0,10,29,False,10,2019-02-11T17-18-12
2019_02_11_17_18_37.rep,LINE RACE,1018,1.8289086,0,11,32,True,10,2019-02-11T17-18-37
2019_02_11_17_19_18.rep,LINE RACE,1003,1.6766467,0,11,29,True,10,2019-02-11T17-19-18
2019_02_11_17_20_47.rep,LINE RACE,705,2.1306818,0,10,26,False,10,2019-02-11T17-20-47
2019_02_11_19_02_51.rep,LINE RACE,940,1.8530351,0,11,30,True,10,2019-02-11T19-02-51
2019_02_11_19_03_19.rep,LINE RACE,1138,1.6358839,0,10,32,False,10,2019-02-11T19-03-19
2019_02_11_19_03_51.rep,LINE RACE,1061,1.5283018,0,10,28,False,10,2019-02-11T19-03-51
2019_02_11_19_04_16.rep,LINE RACE,945,1.588983,0,10,26,False,10,2019-02-11T19-04-16
2019_02_11_19_04_57.rep,LINE RACE,1245,1.3987138,0,10,30,False,10,2019-02-11T19-04-57
2019_02_11_19_05_45.rep,LINE RACE,875,1.784897,0,10,27,False,10,2019-02-11T19-05-45
2019_02_11_19_06_14.rep,LINE RACE,940,1.8530351,0,10,30,False,10,2019-02-11T19-06-14
2019_02_11_19_06_52.rep,LINE RACE,816,1.9141104,0,10,27,False,10,2019-02-11T19-06-52
2019_02_11_19_07_15.rep,LINE RACE,885,1.6968325,0,10,26,False,10,2019-02-11T19-07-15
2019_02_11_19_07_51.rep,LINE RACE,1156,1.5584415,0,11,31,True,10,2019-02-11T19-07-51
2019_02_11_19_08_13.rep,LINE RACE,741,2.108108,0,10,27,False,10,2019-02-11T19-08-13
2019_02_11_19_08_38.rep,LINE RACE,753,2.0744681,0,10,27,False,10,2019-02-11T19-08-38
2019_02_11_19_09_29.rep,LINE RACE,993,1.7540323,0,10,30,False,10,2019-02-11T19-09-29
2019_02_11_19_09_52.rep,LINE RACE,964,1.7445483,0,10,29,False,10,2019-02-11T19-09-52
2019_02_11_19_11_14.rep,LINE RACE,770,2.106632,0,10,28,False,10,2019-02-11T19-11-14
2019_02_11_19_18_23.rep,LINE RACE,1056,1.535545,0,10,28,False,10,2019-02-11T19-18-23
2019_02_11_19_18_51.rep,LINE RACE,917,1.7030568,0,10,27,False,10,2019-02-11T19-18-51
2019_02_11_19_36_12.rep,LINE RACE,1054,1.7663817,0,11,32,True,10,2019-02-11T19-36-12
2019_02_11_19_36_44.rep,LINE RACE,768,2.1121252,0,10,28,False,10,2019-02-11T19-36-44
2019_02_11_19_37_24.rep,LINE RACE,965,1.6182573,0,10,27,False,10,2019-02-11T19-37-24
2019_02_11_19_38_37.rep,LINE RACE,877,1.9178082,0,11,29,True,10,2019-02-11T19-38-37
2019_02_11_19_39_01.rep,LINE RACE,731,2.2191782,0,10,28,False,10,2019-02-11T19-39-01
2019_02_11_19_39_59.rep,LINE RACE,823,1.9708029,0,10,28,False,10,2019-02-11T19-39-59
2019_02_11_19_40_44.rep,LINE RACE,1028,1.57741,0,11,28,True,10,2019-02-11T19-40-44
2019_02_11_19_41_07.rep,LINE RACE,776,2.0129032,0,10,27,False,10,2019-02-11T19-41-07
2019_02_11_19_41_31.rep,LINE RACE,961,1.75,0,10,29,False,10,2019-02-11T19-41-31
2019_02_11_19_41_57.rep,LINE RACE,994,1.7522658,0,10,30,False,10,2019-02-11T19-41-57
2019_02_11_19_42_21.rep,LINE RACE,858,1.890315,0,10,28,False,10,2019-02-11T19-42-21
2019_02_11_19_42_51.rep,LINE RACE,766,2.0392158,0,10,27,False,10,2019-02-11T19-42-51
2019_02_11_19_43_17.rep,LINE RACE,894,1.9484882,0,10,30,False,10,2019-02-11T19-43-17
2019_02_11_19_43_46.rep,LINE RACE,1009,1.8452381,0,11,32,True,10,2019-02-11T19-43-46
2019_02_11_19_44_10.rep,LINE RACE,984,1.7090539,0,10,29,False,10,2019-02-11T19-44-10
2019_02_11_19_44_34.rep,LINE RACE,981,1.8979592,0,10,32,False,10,2019-02-11T19-44-34
2019_02_11_19_45_28.rep,LINE RACE,997,1.5662651,0,10,27,False,10,2019-02-11T19-45-28
2019_02_11_19_46_16.rep,LINE RACE,1261,1.5714285,0,10,34,False,10,2019-02-11T19-46-16
2019_02_11_19_46_40.rep,LINE RACE,926,1.8810811,0,10,30,False,10,2019-02-11T19-46-40
2019_02_11_19_47_12.rep,LINE RACE,1018,1.9469026,0,12,34,True,10,2019-02-11T19-47-12
2019_02_11_19_47_33.rep,LINE RACE,830,1.8817853,0,10,27,False,10,2019-02-11T19-47-33
2019_02_11_19_48_15.rep,LINE RACE,1145,1.6783217,0,12,33,True,10,2019-02-11T19-48-15
2019_02_11_19_49_02.rep,LINE RACE,844,1.9928826,0,10,29,False,10,2019-02-11T19-49-02
2019_02_11_19_49_28.rep,LINE RACE,952,1.829653,0,10,30,False,10,2019-02-11T19-49-28
2019_02_11_19_49_52.rep,LINE RACE,896,1.877095,0,10,29,False,10,2019-02-11T19-49-52
2019_02_11_19_50_14.rep,LINE RACE,750,2.082777,0,10,27,False,10,2019-02-11T19-50-14
2019_02_11_19_50_35.rep,LINE RACE,753,2.0744681,0,10,27,False,10,2019-02-11T19-50-35
2019_02_11_19_50_57.rep,LINE RACE,864,1.9466976,0,10,29,False,10,2019-02-11T19-50-57
2019_02_11_19_51_21.rep,LINE RACE,991,1.7575758,0,10,30,False,10,2019-02-11T19-51-21
2019_02_11_19_51_55.rep,LINE RACE,1098,1.7502279,0,10,33,False,10,2019-02-11T19-51-55
2019_02_11_19_52_19.rep,LINE RACE,856,1.8947369,0,10,28,False,10,2019-02-11T19-52-19
2019_02_11_19_52_40.rep,LINE RACE,773,2.0984457,0,10,28,False,10,2019-02-11T19-52-40
2019_02_11_19_53_13.rep,LINE RACE,919,2.0261438,0,10,32,False,10,2019-02-11T19-53-13
2019_02_11_19_53_35.rep,LINE RACE,739,2.0325203,0,10,26,False,10,2019-02-11T19-53-35
2019_02_11_19_54_02.rep,LINE RACE,851,1.9058824,0,10,28,False,10,2019-02-11T19-54-02
2019_02_11_19_54_35.rep,LINE RACE,1179,1.680815,0,13,34,True,10,2019-02-11T19-54-35
2019_02_11_19_55_04.rep,LINE RACE,1249,1.6826923,0,10,36,False,10,2019-02-11T19-55-04
2019_02_11_19_55_24.rep,LINE RACE,754,2.0717132,0,10,27,False,10,2019-02-11T19-55-24
2019_02_11_19_56_03.rep,LINE RACE,908,1.8522602,0,11,29,True,10,2019-02-11T19-56-03
2019_02_11_19_56_31.rep,LINE RACE,923,1.8872018,0,11,30,True,10,2019-02-11T19-56-31
2019_02_11_19_56_56.rep,LINE RACE,974,1.8499486,0,11,31,True,10,2019-02-11T19-56-56
2019_02_11_19_57_18.rep,LINE RACE,906,1.7900553,0,10,28,False,10,2019-02-11T19-57-18
2019_02_11_19_57_49.rep,LINE RACE,838,1.7921147,0,10,26,False,10,2019-02-11T19-57-49
2019_02_11_19_58_14.rep,LINE RACE,867,1.8013856,0,10,27,False,10,2019-02-11T19-58-14
2019_02_11_19_59_22.rep,LINE RACE,851,1.9058824,0,10,28,False,10,2019-02-11T19-59-22
2019_02_11_22_05_04.rep,LINE RACE,934,1.6720257,0,10,27,False,10,2019-02-11T22-05-04
2019_02_11_22_05_30.rep,LINE RACE,788,1.9822109,0,10,27,False,10,2019-02-11T22-05-30
2019_02_11_22_05_59.rep,LINE RACE,880,1.774744,0,10,27,False,10,2019-02-11T22-05-59
2019_02_11_22_24_41.rep,LINE RACE,1306,1.5632184,0,12,35,True,10,2019-02-11T22-24-41
2019_02_12_15_22_53.rep,LINE RACE,993,1.7540323,0,11,30,True,10,2019-02-12T15-22-53
2019_02_12_15_23_31.rep,LINE RACE,1008,1.7279047,0,10,30,False,10,2019-02-12T15-23-31
2019_02_12_15_24_13.rep,LINE RACE,948,1.7106652,0,10,28,False,10,2019-02-12T15-24-13
2019_02_12_15_24_59.rep,LINE RACE,1108,1.6802168,0,10,32,False,10,2019-02-12T15-24-59
2019_02_12_15_25_39.rep,LINE RACE,940,1.7252396,0,10,28,False,10,2019-02-12T15-25-39
2019_02_12_15_26_06.rep,LINE RACE,1047,1.7208413,0,10,31,False,10,2019-02-12T15-26-06
